coding_id,genre,source,context,interjection_syn,interjection_sem,interjection_int,notes
F438,FIC,EllieTheHumanComedy,"was sipping it; but the world' s a pitiful place. "" "" Fie! you are a philosopher, Heartsease. "" "" I am a wretch,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F439,FIC,HonorablePeter,"have only one. The sweetest, loveliest child you can imagine. "" "" Fie, fie, Rosebud, "" cried a voice from the doorway. "" You",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F440,FIC,Play:ScarecrowThe,"the book into the fireplace.) She does not come! DICKON Fie, fie, Jack; thou must not be breaking thy Dickon's apron-strings with a will",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F441,FIC,Play:ScarecrowThe,"! DICKON Eh? Why not? LORD RAVENSBANE I am a monster. DICKON Fie! fie! Thou shalt have her. LORD RAVENSBANE Have her, Dickon?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F442,FIC,Play:MerchantVenice,",' t is mine, and I will have it.If you deny me, fie upon your law! There is no force in the decrees of Venice.I stand for",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F443,FIC,WarwickWoodlands,"on at the top of their pace. "" Toho! toho-o-o, Chase; fie for shame -- don't you see, sir, Shot's got him dead",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F444,FIC,CaseFoSulkyGirl,"me, and sufficient for my purpose. Thank you, Mr. Rayburn. "" FIe turned and walked from the bank, leaving behind him a cold-eyed individual who surveyed",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F445,FIC,JanetsLoveService,"lunch. "" They all laughed, and Arthur said, -- "" Oh, fie, Rosie! not to know these places are all beyond the limits of Canada",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F446,FIC,TeresaContarini,thine! Who was't I called father? Not one who caused all this! Fie! fie! do fathers Thus immolate their children? I have heard Of pyres,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F447,FIC,MartinMerrivale,"to tell me I an't? "" demanded Aunt Lucia. "" Fie, fie, mother! keep your temper. "" "" Keep my temper! -- Do",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F448,FIC,Betrothal,"Marsio? Sal. Salvatore Gods! I know nothing else! Fil. Filippia Fie! restive lover! Sal. Salvatore Between Juranio and you, my knowledge,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F449,FIC,LauncelotGuenevere,"Arthur (leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F450,FIC,Bk:DropZone,"calm, encouraging. "" Who are you talking about? "" # "" Tee fie! "" # "" I don't understand what you're - "" # """,1,0,0,Baby talk / nonsense syllable
F451,FIC,DaughtersRevolution,"his oration, "" said the moderator. "" No, no! fie, fie! "" shouted a captain of the Royal Irish Regiment, and the other officers",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F452,FIC,AirsPalestineOther,"in error far, If I've not seen thee lighting a cigar; -- Fie! Fie! my friend, eschew the nauseous stuff! I hate thy smoking",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F453,FIC,WaitingWinter,"n't make that much difference. It's the heat of the water. "" fie was naked. "" Turn around, "" she said. "" Where did you",0,0,0,OCR: he was
F454,NEWS,NYT-Reg,"Carlos Indian Agency: "" Mr. Hart, agent at San Carlos, informs me fie is entirely out of supplies for his Indians -- has not a pound of anything",0,0,0,OCR: he is
F455,FIC,KateClarendonNecromancy,"be at each other's throats soon, when I saw you ride up. Fie! my cavaliers -- for shame! "" "" Your rebuke is just, and",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F456,NEWS,NYT-Reg,"files and put them in his desk. He could not produce them yesterday, fie testified, because some one had stolen them from. him. Mr. Colombo was",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F457,FIC,CountJulian,", -- Ada. But thou; thou thinkst' t is not enough. Fie on thee Cousin Rudolf; thou believ'st That I could plot against thy freedom?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F458,FIC,Harpers,", including "" A Law for the Lion "" and "" Portrait in Brownstone. "" fie began writing fiction at Yale and continued during off-hours from active service in the Navy",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F459,FIC,LauncelotGuenevere,"your swords. He dies, Who touches these old men except with reverence. Fie, would ye strike the herald in his office Or run upon unweaponed age?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F460,FIC,ErnestMaltravers188-?,"Lady Florence To Lumley Ferrers, if he will accept of her. Fie, fie! Sir Ernest, this is not cordial greeting to your friend, but my",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F461,NF/ACAD,OrdinanceWorld,"firing above noted: "" In their present con (lition these buns can not fie depended ilpon to fire, a sir) le magazine without malfunctions. W ctiter",0,0,0,OCR: be depended
F462,MAG,Harpers,"is the statement made in the metrical romance of "" Sir Amadas. "" "" Fie I the tales that I have been told, "" is the speech of one",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F463,MAG,ChildrenToday,"D.C., Gaddy told the story of how he had everything stripped away "" until fie saw elementary school children who reminded him of himself years ago. He became a",0,0,0,OCR: he saw
F464,FIC,ChangeHeart,"will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou hast preferred",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F465,FIC,HonorablePeter,"one. The sweetest, loveliest child you can imagine. "" "" Fie, fie, Rosebud, "" cried a voice from the doorway. "" You shouldn't",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F466,FIC,ElmTreeTales,"that these women wouldn't get such plaguy notions in their heads! Fie, fie! Captain Flin, will you let the weaker vessel go ahead of you in",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F467,TV/MOV,The Merchant of Venice,"T is mine. And I will have it. If you deny me, fie upon your law. There is no force in the decrees of Venice. I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F468,MAG,NewEngYaleRev,"to you, Mr. Parker, account for Moses if you can. Oh, fie, fie on you, that with your Homer in your hand, and able",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F469,FIC,Trumps,"see? and yet you talk of being my only dependence in the world! Fie! fie! Mrs. Delilah Jones. "" It was melancholy merriment. He did",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F470,FIC,Inconstant,such a baby as bashfulness! A great lusty fellow! and a soldier! fie upon it. Get rid on't; get rid on't. Dur.,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F471,MAG,Atlantic,"famous and honors were crowding upon him, he enjoyed them without undue elation. fie thought of what he hoped to do, not of what he had done.",0,0,0,OCR: He thought
F472,NEWS,NYT-Ed,"more members at large. This will give the organization an Executive Committee of? Fie hundred members, chosen in such a way as fairly to represent the character and",0,0,0,OCR: five hundred
F473,MAG,Harpers,"children can not be happy without a little glory, you should not say, fie! at it so much. Josephine, your heart is excellent, but your",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F474,FIC,AlongStreet,". "" Very well, "" said Mr. Wilde, and handed him the letter. fie relaxed in his chair as if he had finished his immediate duties and clasped his",0,0,0,OCR: fie=he (after sentence boundary)
F475,FIC,Play:Herrick,"Bob Herrick down, oh me! TEMPLE A joke, fie, father, fie! SIR TEMPLE Look on the poor man's face and tell me which it",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F476,FIC,Deformed,getting into service rapidly. Ori. Oriana Why name her in my presence? Fie upon her. Lodo. Lodovico Scoff not at her; if all were branded,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F477,FIC,LauncelotGuenevere [1898-1907],of men? Helen. Helen. And thou wouldst that I love thee? Fie! this is a low thought thou pluckest from its sheath. Chorus. Chorus,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F478,FIC,RobBowlALegend,"protection. "" "" Nay, Maria, you are too old to flatter. Fie! I have no advancement to offer thee. In truth thou art sovereign here",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F479,FIC,ScarletLetter,"the Word, like the Reverend Mr. Dimmesdale! "" "" Fie, woman, fie! "" cried the old lady, shaking her finger at Hester. "" Dost",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F480,FIC,NobleExile,"good season. We were just speculating on your weight. Martha. Martha Mathews Fie upon you, brother! Mrs. M. Mrs. Mathews (aside). What will",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F481,FIC,SouthernRev,"I smell tobacco, "" she announced as Peter approached. "" Well, Fee Fie Fo Fum to you too, lady. I just put it out, OK",1,0,0,Formulaic: fee fi fo fum
F482,FIC,LauncelotGuenevere [1898-1907],"That will not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --'",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F483,FIC,HorseShoeRobinson,"from your own observation, filled with the courtesy and grace of a gentleman. Fie, daughter! it is sinful to derogate from the character of an honorable man",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F484,FIC,Play:CalibanByYellow,"ALL As they dance about him, pinch, burn him, and sing: Fie on sinful fantasy! Fie on lust and luxury! Lust is but a bloody",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F485,MAG,SatEvePost,"of his income to rent a cabana at one of the better beach hotels. Fie never uses it himself, but his wife, a chronic invalid from heart trouNe",0,0,0,OCR: He never
F486,FIC,FarmLegends,"An' never awake my fancy like them that's good an' old. Fie on your high-toned gimcracks, with rests an' beats an' points, Shaking",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F487,FIC,DeansDecember,"the neck.' Maybe you'd have me go easy. Say,' fie got it fuckin a sleeze in the ville at the height of orgasm.'",0,0,0,OCR: he got
F488,FIC,Clarel,"how few may claim, And each pure nature pines in dearth -- Fie, fie, thy soul might well take shame.' -- There sunk my heart --",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F489,FIC,WanderingBoys,"Marceline Ay -- your old way of talking! you always will be suspecting! Fie, Hubert! you ought to be ashamed of yourself. Hub. Hubert Look'ye",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F490,FIC,Orlando,"e'er a brother love a sister thus? no! Ant. Antonio Fie, fie. Orl. Orlando I tell thee, friar, thou must wed us.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F491,FIC,Richelieu,"to take advantage of her helpless, defenceless, situation -- Oh, fie! fie! -- A ruffian could not have done worse!' T was unworthy of",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F492,MAG,Atlantic,"from the regulars, the onespeople think of as an essential part of the equi fie. Even Mercedes, an organization that was very strict with drivers, saw you",0,0,0,OCR: equipment
F493,FIC,Clarel,"heart-peace, how few may claim, And each pure nature pines in dearth -- Fie, fie, thy soul might well take shame.' -- There sunk my",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F494,FIC,VariousWritings,"and it might have been as easily done as kissing a wench. BRISK. Fie, fie, Crowder! -- we must move gently; anything but a misdemeanor",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F495,FIC,WorldMask,"look to me; I have known him from my cradle. -- Oh, fie! I vex you. I have done. Gal. Galldove Rylton and I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F496,FIC,PoemsHenryVanDyke,", fool, and what she would do if her husband returned. SHUMAKIM: Fie! fie! That is no talk for an innocent fool to hear. Has",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F497,FIC,Play:Herrick,", was that hoof-beats on the turf? HASTINGS Nay, I heard naught. Fie, are we women to be so alarmed? MR. WETHERIDGE I like it",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F498,FIC,IngleboroughHall,"then I'd marry the foul fiend if need were. "" "" Fie! fie! Mark! "" answered Hale -- "" don't talk in that profligate manner",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F499,FIC,Orlando,"scourge Of snakes, I'd lash her roundly o'er the earth! Fie, fie upon myself! I'm ireful now. Down, anger, down. Sits",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F500,FIC,RoyalApe,"of him! Kate. Kate And so can I. Kitty. Kitty O! fie! fie, Kate! where is your modesty? To offer, in the",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F501,FIC,PoemsNathaniel,"nicer? Had he a "" friend "" sub rosa? No, sir! Fie, sir! LXXVIII. Then why neglect her? Having said he did,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F502,FIC,Play:FirstFlight,"ain't been dancing with him, not a reel, sir -- telling him fie and foe, and how she's saving her powers for that red-headed cap'n who",1,1,1,Paired interjections: fie and foe
F503,MAG,Harpers,of you more force of character. They tell me that you weep continually. Fie! How unbecoming that is. Your letter of the 7th of January gave me,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F504,FIC,OldStoneHouseOther,"can not see from the window. You do not like such humble flowers? Fie! Mistress Juliet, it is hard to believe that, - - even Orrin",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F505,FIC,SpanishHusband,". Don Carlos Tulips, dear, like these! Kisses her Cari. Cariola Fie, sir! Carl. Don Carlos Nay, nay, no pouting. Come",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F506,FIC,Harpers,"one knows you're there, no one knows when you're gone. "" fie lit cigarettes for them both, cupping the match though there was no breeze in",0,0,0,OCR: he lit
F507,FIC,UntilKnightComes,"and her own pain slipped over her like a sheet of cloaking ice. "" Fie, but you have lost your wits, eh? "" The alewife leaned close",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F508,FIC,SouthernRev,"n't have to explain to anyone. That's the problem with this stupid lit fie village. Everything wants explaining, as if we had the whole world, right",0,0,0,OCR: little village
F509,NEWS,NYT-Ed,"maintaining his establishment rises. At last be is unable to' keep up. fie must' sell out. And the- buyers are, tlioSe..' who.",0,0,0,OCR: he must
F510,FIC,WomanWhoDared,". See you to my basket. "" "" Rachel! Stop, Rachel! Fie, you forward girl! Don't think of it: come back! back",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F511,MAG,Time,". "" The phrase came from its prize, unpredictable Critic-Columnist George Orwell. # Fie on the Finns. Early in the Tribune's career, it had narrowly escaped",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F512,FIC,Shoulder-Straps<,"have been surprised if you had not come back in a week. "" "" Fie! fie! Dick Crawford! I have half a mind not to play for",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F513,MAG,Time,". She sang # By Gis and By Saint Charity, # Alack, and fie for shame.... and others of the warped lyrics of Ophelia-the Ophelia",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F514,FIC,WidowsMarriage,"could love thee, as thou dost deserve; But love! -- O, fie! I'll swear I can not love. Yet I must feign it;",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F515,NEWS,NYT-Reg,"who called on him at the Hotel' Vittoria. "" No one is forcing Fie to sing at - any specified time, and the moment when I shall sing",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F516,TV/MOV,The Merchant of Venice,"Believe me, no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you are sad",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F517,FIC,SouthernRev,". God has looked after them these past three hundred years without your help, Fie won't -- "" # "" God? "" I said. Because I had",0,0,0,OCR: He won't
F518,FIC,Cigarette-Makers,"and not you only, but your friends and your rag and your tag! Fie! If you stay here long we shall end in dust and feathers! But",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F519,FIC,ChangeHeart,"wants resolvd will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F520,MAG,NewEngMag,"Grignon. They had never seen or held any communication with each other, as fie Reinville said, and both were men of good character. Speaking again of natural",0,0,0,OCR: the Reinville
F521,FIC,PaganMadonna,"adventure. Are you any better than he? Were those treasures honourably yours? Fie! No, I won't demand that you let him go; I'll",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F522,FIC,VelvetDoublet,"desk, yet knowing the assumption was only a balm for my conscience. A fie on conscience! Bell and book for the monastery and a candle for Fray Juan",0,1,0,Noun: a fie on/upon X
F523,TV/MOV,Romeo and Juliet,", I warrant her, she. Why, lamb. Why, lady. Fie, you slug-a-bed. What, not a word? Marry and amen, how",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F524,FIC,TownWithFunnyName,"Joe Sam said mournfully. "" Not kill. You stop. "" Or did fie know? Harold thought. How can you guess what P241he sees? He slipped",0,0,0,OCR: he know
F525,FIC,WidowsMarriage,"is yours, without youth's rudeness, madam. Lady G. Lady Goldstraw O fie! you flatter. Gold. Harry Goldstraw (Apart to Ruffler.) I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F526,FIC,Bankrupt,something over. Gilt. Edward Giltwood At what interest? Shorn. James Shelvill Fie! you inveterate trader! at no interest. Gilt. Edward Giltwood James!,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F527,FIC,JimmyLucyAll,"us together, and we shall have a better time! "" "" Oh, fie! How could I take real live little girls into the kingdom of the elves",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F528,FIC,PierreTheAmbiguities,"heaven, thou belong st to the regions of an infinite day! "" "" Fie, now, Pierre; why should ye youths always swear when ye love?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F529,NEWS,NYT-Let,"demand. With an initial expense to the American people of $500,000. - 000, fie will doubtless be able artificially to raise the price of wheat to a limited extent",0,0,0,OCR: he will
F530,FIC,HeartsSecretOr,"complaint; but this business is too much for me! "" "" Fie, fie, man, "" said the prisoner, with assumed indifference; "" look upon",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F531,FIC,SpanishHusband,"? Ben. Benedetto What! Take me for a story teller? Oh, fie! Hear me out: a boat brings my master ashore. He stares like",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F532,FIC,SquireHartley,"Mrs. O'Dougherty as long as she lives. A wife with a brogue, oh fie! Exeunt. Scene Scene changes to the Doctor's house. Emily discovered at",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F533,FIC,Poems,", may do before the world -- Because it must be done through innocence. Fie on his foul mouth who should hint' t was wrong! Who' d",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F534,FIC,HonorablePeter,"one. The sweetest, loveliest child you can imagine. "" "" Fie, fie, Rosebud, "" cried a voice from the doorway. "" You shouldn't",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F535,FIC,Bankrupt,"you not soon be there? Our children -- Gilt. Edward Giltwood Interrupting her Fie! fie! Amy. Amy Giltwood Edward, what excites you thus? Have",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F536,FIC,PaganMadonna,"want to moralize, where's the line between the thief and the receiver? Fie on you! Dare you hang that Da Vinci, that Dolci, that Holbein",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F537,MAG,NewYorker,"He wore dark glasses, on the right lens of which was painted ""' FIE "" and on the left "" MAN. "" Using a device in his mouth",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F538,NEWS,Chicago,"make two or three buys. "" aarrr orisesifil? Tr nt. P nlns fie V I l.1, ppmtt? Two suburban police officers (left, back to",0,0,0,OCR: garbled
F539,NEWS,Chicago,"and her mother went to call on Salisbury and "" pray with him "" when fie was ill several months ago. Salisbury's wife persuaded her husband later to attend",0,0,0,OCR: he was
F540,FIC,LauncelotGuenevere [1898-1907],"Arthur (leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F541,NEWS,NYT-Reg,"he was 52 years old, and born in Tripoli. The prisoner admitted that fie had booked under another name, and said that while he had been an army",0,0,0,OCR: he had
F542,TV/MOV,High School High,"taken this place on as a special project. "" Fie, my lord, fie! "" Out, damned spot. Out, I say. "" Line!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F543,FIC,Play:LostColony,".) But that was before my time. (To Eleanor sharply.) Fie, rise, my child. Beauty owes little allegiance to power. (Eleanor",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F544,NEWS,Chicago,"accompany the request. Please do not send article to The Tribune, but write fie. the address of the applicant and send direct Summer Dresses Heisted. "" Do",0,0,0,OCR: garbled
F545,MAG,AmWhigRev,"controlling power behind him. Can he be satisfied with the subordination, that cries fie! continually to his "" pride of place? "" For a time, it",0,1,1,Integrated: object of 'cry out'
F546,FIC,Clarel,"Betray the wine In autumn leaf Of vermil flame: Bramble and Thorn Cry -- Fie, for shame! "" Mortmain aloof and single sat -- In range with Rolfe",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F547,FIC,GentlemansAgreement,"and the Nlinifys will have to promise not to give away my act, "" fie said. She nodded, and he said, "" But really. No exceptions",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F548,FIC,MartinMerrivale,"together for the kitchen. "" I hate this whispering -- whispering. "" "" Fie, fie, mother! "" replied Uncle Joe. "" If it' s",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F549,MAG,SatEvePost,. Madame Balboni and all the little Balbonis having fun in an informal program. Fie wants us to write a script for next week -- get this -- just like,0,0,0,OCR: He wants
F550,FIC,PoemsHenryVanDyke,", and what she would do if her husband returned. SHUMAKIM: Fie! fie! That is no talk for an innocent fool to hear. Has she a",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F551,TV/MOV,Crazy Ex-Girlfriend,"lot in common. And I'm not just talking about the pizza and the fie. Mm-hmm. Oh, you know what? Until my business cards come in",0,0,0,OCR: garbled (Crazy Ex)
F552,NEWS,Chicago,""" published in 1919 by Charles Scribner's Sons. If his children -- or fie? were away from the White House, he wrote them notes amusing, chatty",0,0,0,OCR: he? were
F553,FIC,Orlando,"and steel to clinch each the other; I know it. Hel. Heline Fie, fie, how can you say so, Claude. Cla. Claude Marry",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F554,FIC,Witchcraft,"rumor, once born, Has children and great children beyond account. Ambla. Fie, fie, Gideon, they' re better useful: Whene'er I have hard",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F555,FIC,Ishmael InDepths,"had received a wound, while all the boys exclaimed simultaneously: "" Oh, fie! "" or "" Oh, Alf, how could you say such a thing",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F556,NEWS,NYT,"a fifty- dollar steak when Junior next to me is screaming' Fie truck! Fie truck!' "" # "" I agree. But like I said, Dante",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F557,FIC,AnAmericanDream,"I said, "" Shago said to wish you good luck.' "" "" Fie did? "" She seemed thoughtful. "" Well, if he comes back,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F558,FIC,KnightsTemptation,". # His gaze shifted, like a hawk assessing the landscape before him. Fie, but he was an imposing man. His cloak's hood covered the crown",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F559,FIC,MrTuttFindsWay,"You mean a doll? Sho' Ah kin sell you a doll. "" FIe scuffed into an adjoining room and returned with a pasteboardbox containing a double-row of waxen",0,0,0,OCR: fie=He
F560,FIC,VirginiaQRev,"who only agreed to talk to me on term s of strict anonym ity. Fie told me that when he gave up wrestling, he had throw n away his",0,0,0,OCR: fie=he (after sentence boundary)
F561,FIC,WidowsMarriage,"Of where the French go. If the French go -- Lady G. Lady Goldstraw Fie! Your tongue is idler than your hands. Go, go; Get to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F562,FIC,MorningNoonNight,"chance. He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept the weariest",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F563,NF/ACAD,KoranAl-Quran,"them attain to old age with thee: and say not to them, "" Fie! "" neither reproach them; but speak to them both with respectful speech;",0,0,0,Metalinguistic mention
F564,FIC,FantasySciFi,"a mounted knight, riding a gray war horse and wearing a blue-and-white surcoat, fie is most likely wounded. Have you seen him? "" # "" No,",0,0,0,OCR: He is
F565,FIC,Harpers,"a cloud of smoke and r-emoved the bad hand and it seemed good again, fie looked, narrow-eyed, down at the mob and nodded his head. The bright-crested",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F566,FIC,Play:NurseryMaidHeaven (1),"proposal coming from Sister Benvenuta -- that alone -- ABBESS That will do. Fie, fie, little sister. The Sacred Bambino is not your serving Cavalier,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F567,FIC,VenusInBoston <,"! You are not offended at my familiarity? "" The Duchess only said "" fie! "" and pouted for a moment, so as to display her ripe lips",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F568,FIC,VelvetDoublet,"his stern and a blast and shouted that we were Andalusians from Palos and a fie for a Portuguese parvenu with four bombards. The patrol did not hear him,",0,1,0,Noun: a fie on/upon X
F569,NF/ACAD,HistoryEnglish,"be told what it was, and recoiled in horror. He was prudish: Fie, fie, for shame!' he said to a troupe of topless dancers",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F570,FIC,MotorGirls,", and not even scraping the tires; after me -- even kissing you! Fie! fie! little girl. Some day you may want another machine -- or",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F571,MAG,NewEngYaleRev,"These are the subjects of the two Treatises, entitled Kar4'o * tw, and FIe * L * E * o1veta5. But the contemplation of the work to be",0,0,0,OCR: garbled Greek
F572,FIC,RiseDavidLevinsky,"? "" "" Because it is a sin to do so, my comfort. Fie upon it! "" This answer settled it. One did not ask why it",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F573,FIC,SmirtAnUrbaneNightmare,", almost inaudibly: "" No, sweetheart, but you go too far! Fie, sweetheart, stop, stop! all, but do not stop! Oho",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F574,FIC,ArtDisappearing,", shame, fifty tigerish feelings that could not find expression. "" Fie, fie, Colette! You have proved that I am Arthur Dillon. Why go back",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F575,FIC,Play:Herrick,". TEMPLE Your secret? Tell-tale face? Ah -- what --? AUNT TEMPLE Fie, thou dost dissemble now. But thine eyes were keen, ah, I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F576,FIC,Julian,"fire From Heaven's bright furnace! THERSITES. Thersites Fie, old Cheops, fie! Thou superannuated libertine, Thy dingy brows frosted with seventy winters. CHEOPS.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F577,FIC,LauncelotGuenevere [1898-1907],"leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.... It",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F578,FIC,MartinMerrivale,", scolding him for taking her out in such a storm. "" Fie, fie! "" said Uncle Joe, in his best humor; "" you know I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F579,NEWS,Chicago,"havp been roosting around In circus side shows or licking dry snoopers. Pee, fie, fo, furry, I smell the blood of an Englishman. "" Ah",0,0,0,fee fi fo fum variant
F580,TV/MOV,The Merchant of Venice,", no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you are sad because you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F581,FIC,YoricksLove,"!' T is not for young maids to hear. DOROTHY: Oh! fie, Gregory! Shall they not hear it in the theatre! Sweet Gregory,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F582,FIC,Speedboat,"that I'm broke. "" "" Yeah. I've got money. "" FIe knows he has thirty-some dollars. If he were going into the grocery store he",0,0,0,OCR: fie=He
F583,FIC,TroubleWithBrasses,"in the balance. "" A few days, "" she said dismissively. "" Fie upon them! What can be done in so little time that has not been",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F584,FIC,PoorGentleman,", at the bottom of Waggon Lodge Field. Foss. Corporal Foss Oh, fie! you should have looked to them better. Ste. Stephen Harrowby Looked to'",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F585,MAG,Century,"your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In two hours",1,1,1,Genuine interjection: exclamation/reproach in dialogue
